http://books.google.com/ngrams/graph?content=virus%2Ctoxin%2Cvira%2Cvirion%2Cvenom&year_start=1500&year_end=2019&corpus=26&smoothing=3
year,virus,toxin,vira,virion,venom
1818,1.2277451771426838e-06,4.699018713821041e-09,3.649085097582169e-08,9.851402423980256e-09,2.254395829887861e-06
1819,1.265734770835739e-06,5.211797644249267e-09,3.595153812747347e-08,1.0487954568308818e-08,2.4035345112289567e-06
1820,1.2991044806247892e-06,5.85561737193834e-09,3.6656554363340936e-08,1.2124619974684947e-08,2.4073183015259147e-06
1821,1.2364148054595198e-06,4.778573235521475e-09,3.6494366893537385e-08,1.1899305160259895e-08,2.4412116610099995e-06
1822,1.2128049076766599e-06,4.187176367536389e-09,3.791626847414266e-08,1.0591742530660246e-08,2.4119187855831115e-06
1823,1.0126186274257115e-06,4.5004776889306135e-09,3.768913486063801e-08,1.1235679307576772e-08,2.410104668472611e-06
1824,9.970578389584261e-07,4.1205549924531024e-09,3.649785312071734e-08,9.581868504986751e-09,2.3593490498439806e-06
1825,9.970479157215908e-07,4.1947537348414295e-09,3.458902193236619e-08,8.498802614046293e-09,2.2483874155503666e-06
1826,1.0202544363632375e-06,3.917259516761362e-09,3.450503146698988e-08,8.449606284496473e-09,2.1071476956941685e-06
1827,1.0557685478878348e-06,3.1991927995633773e-09,3.7749623363733265e-08,6.38105879247064e-09,2.1056990980079197e-06
1828,1.1189252810644185e-06,6.34406792178664e-09,3.7333388444186055e-08,6.2352592295716085e-09,2.099644007103052e-06
1829,1.1183202072321104e-06,9.061829524854253e-09,3.7372289643907864e-08,6.384431776902082e-09,1.9865955696981733e-06
1830,1.114669592945055e-06,8.2741873194284e-09,3.627825075268122e-08,6.218763155223834e-09,1.9092394235745554e-06
1831,1.0810478719187294e-06,8.51164594362075e-09,4.350534840317063e-08,6.559560386928556e-09,1.8714748973382354e-06
1832,1.1355667360086436e-06,2.7331890623776596e-08,6.19767495736921e-08,6.609886796634815e-09,1.8736468356499763e-06
1833,1.1377503191007626e-06,2.7600202028616698e-08,6.894299937292609e-08,6.131188826482717e-09,1.8388074879892104e-06
1834,1.088125973832835e-06,2.786791159741548e-08,6.950184935508982e-08,6.5620373262171535e-09,1.7704750721999777e-06
1835,1.0397652171637413e-06,2.752114288842985e-08,7.319326655874647e-08,6.182103273744133e-09,1.6784599503288128e-06
1836,1.0869236055961146e-06,2.457919693174152e-08,8.132666806659472e-08,5.784392076435552e-09,1.7213260922030064e-06
1837,1.1747059553662048e-06,2.433499846077325e-08,8.608074507167527e-08,5.242405747602723e-09,1.6899666011990381e-06
1838,1.220557375550665e-06,2.411607131452038e-08,8.043888958094872e-08,5.338831662474572e-09,1.6777289926851933e-06
1839,1.1868485785271332e-06,5.345718772404544e-09,6.354852339589862e-08,5.3115648387550405e-09,1.6195979404593736e-06
1840,1.122346735168581e-06,5.05693019205365e-09,6.228148764973542e-08,5.847329541199185e-09,1.617218133885347e-06
1841,1.1528968002494366e-06,4.7554192488569976e-09,5.986728167174857e-08,5.594195709842811e-09,1.6284141760739397e-06
1842,1.1778343004412558e-06,1.8757272719176807e-09,5.96530905941758e-08,5.942911432807055e-09,1.6608435576667295e-06
1843,1.1509617690665306e-06,1.987903032661466e-09,5.8141384532258856e-08,6.354499910392925e-09,1.6271421502876495e-06
1844,1.077089263747309e-06,2.6237559585291184e-09,5.775185282378256e-08,6.3921386279324514e-09,1.601698386366479e-06
1845,1.1404936312179155e-06,2.7380595251409137e-09,6.789207418478327e-08,6.55363693472363e-09,1.6486398765534562e-06
1846,1.1709530310456882e-06,2.826256784160819e-09,6.982870358131419e-08,6.557346729100086e-09,1.625651374784606e-06
1847,1.2181418794300823e-06,2.615162848178849e-09,6.86983874231828e-08,6.893752426049917e-09,1.6140673681417996e-06
1848,1.2338458158670359e-06,7.804019684444694e-09,6.828725521553939e-08,7.788736766656257e-09,1.569067356805525e-06
1849,1.2579445995340523e-06,7.929858769628595e-09,6.549071177427582e-08,8.979422982946517e-09,1.5295472946620845e-06
1850,1.2690675898089206e-06,8.094789822570597e-09,5.809272707324453e-08,1.02337346850691e-08,1.5333165817667447e-06
1851,1.2889230609809083e-06,7.690898616376427e-09,5.370846066300926e-08,1.1634838616357359e-08,1.5887409940010651e-06
1852,1.2109453401925357e-06,8.030682404783614e-09,4.067428933345647e-08,1.2504535185087207e-08,1.566554731523086e-06
1853,1.1567093127138963e-06,8.025434126780949e-09,3.958980013659844e-08,1.3135747093226006e-08,1.5886000223222903e-06
1854,1.2049900663311876e-06,8.338532721450877e-09,3.7256174272621527e-08,1.3256861005775785e-08,1.5888108951652872e-06
1855,1.2793814383777708e-06,3.6047899268761998e-09,3.6987304901409905e-08,1.3289728936375208e-08,1.5642111910502926e-06
1856,1.2995779213399925e-06,3.522765254107948e-09,3.6571109569243683e-08,1.3086482373937867e-08,1.5530569531360276e-06
1857,1.326605619007231e-06,4.106354811739266e-09,4.395925832868995e-08,1.2585571569039594e-08,1.746424686643877e-06
1858,1.3941358117465695e-06,3.987689956019835e-09,4.420325159872261e-08,1.2523582678828201e-08,1.7840677628555568e-06
1859,1.4284688144731002e-06,4.294891902440716e-09,6.071752319972542e-08,1.1688604243228643e-08,1.716814608698769e-06
1860,1.4921668837684723e-06,4.762750099069584e-09,5.904660531947619e-08,1.154719507314082e-08,1.7131328604591545e-06
1861,1.540822089347265e-06,4.94155646560809e-09,5.8786555813737455e-08,1.1028321747882534e-08,1.6964962534465094e-06
1862,1.5796381863505564e-06,5.432333916033372e-09,5.968365255983241e-08,1.0416562469726744e-08,1.687088830034814e-06
1863,1.7283069025454876e-06,5.514083221770858e-09,6.578307777869798e-08,1.1012338723454768e-08,1.671590715497067e-06
1864,1.826095415578623e-06,5.3509766776268666e-09,5.7836405886746434e-08,1.145003863151877e-08,1.4061106087735555e-06
1865,1.9448439973400255e-06,5.668753879005197e-09,6.065818526833158e-08,1.0924241447948394e-08,1.3553783771515424e-06
1866,2.223759614545478e-06,2.028291962956936e-08,4.713312965317787e-08,1.6037749160448455e-08,1.3600477716733752e-06
1867,2.3084822942109895e-06,2.0163598505159745e-08,4.8285474666239936e-08,1.601765805706431e-08,1.3203453071192989e-06
1868,2.336915518493957e-06,2.2162785162649357e-08,5.088215918444153e-08,1.6107627105148888e-08,1.2973642924407613e-06
1869,2.3990027589856515e-06,2.2560004562878688e-08,5.23154142229032e-08,1.6069401809204464e-08,1.2854871524073782e-06
1870,2.3403002355085585e-06,2.821241405572193e-08,4.8572865856450724e-08,1.5197518798970577e-08,1.2848132005923877e-06
1871,2.360175650600078e-06,2.93529289763228e-08,4.9157798847383153e-08,1.4639685781097406e-08,1.3044734389820536e-06
1872,2.2873019003912176e-06,3.065521278092628e-08,5.085996944233427e-08,1.4156500987334247e-08,1.2145672079506248e-06
1873,2.125187230766252e-06,1.5634220013842944e-08,5.5693045096307155e-08,9.294482516963853e-09,1.1882967620684731e-06
1874,2.45574528889847e-06,4.7844661121843046e-08,6.346959732387144e-08,1.6575159911269566e-08,1.1539866103963244e-06
1875,2.424627317460753e-06,4.591344821796335e-08,6.015839356824212e-08,1.642956310681549e-08,1.1170200358329957e-06
1876,2.383150915972822e-06,4.950357692022424e-08,5.792509633855454e-08,1.6698601866340012e-08,1.0822976800487335e-06
1877,2.470557027273961e-06,4.523901348767774e-08,5.6880350334560196e-08,1.705819485664506e-08,1.0495385903855744e-06
1878,2.7997033547373055e-06,5.3047833871642883e-08,6.01091082939677e-08,1.756115671927968e-08,1.0331264174315687e-06
1879,3.288991170588166e-06,5.275801478228053e-08,5.698205285398217e-08,1.8242102939325378e-08,1.0394354360089762e-06
1880,3.7157806868240835e-06,5.951885790571916e-08,5.081365068398165e-08,1.919110851186393e-08,1.0730817864766453e-06
1881,3.7207999931914467e-06,2.7394510469593214e-08,4.2625948992736085e-08,1.1758690656092443e-08,1.1125835775211662e-06
1882,4.039711224582529e-06,2.9476662444238855e-08,4.42061254903235e-08,1.1649460063267725e-08,1.114968694894612e-06
1883,4.50226548309729e-06,2.619087010761031e-08,4.34655516658365e-08,1.1060155648477478e-08,1.1867238397046873e-06
1884,4.738850878181568e-06,2.6997321267430152e-08,4.072626375822048e-08,1.0358249940318437e-08,1.1919486269107438e-06
1885,4.6489913074765354e-06,2.5181674967456047e-08,3.6088348817234616e-08,1.014749928529568e-08,1.1905643434926918e-06
1886,4.480433355118814e-06,2.7782047456221496e-08,3.6318200256703544e-08,8.898403664708049e-09,1.187990684619373e-06
1887,4.293307353821417e-06,2.5957982239889687e-08,3.665529238868917e-08,7.960905712423028e-09,1.2497742188445824e-06
1888,4.182520699812033e-06,3.3697178000327965e-08,3.70491244033084e-08,7.674947027120588e-09,1.1962366508149508e-06
1889,4.02400889600228e-06,3.782652527714195e-08,3.4041698983498595e-08,7.508934870717861e-09,1.2015346361035232e-06
1890,3.5866984425021135e-06,5.3884402971350805e-08,3.546207086709988e-08,7.855817076217266e-09,1.1397325222008346e-06
1891,3.5965861440802527e-06,1.1511946595987865e-07,3.699368176869809e-08,7.224296970166831e-09,1.138429037642449e-06
1892,3.4338936854640323e-06,3.4108970936586047e-07,3.64855866154455e-08,6.59055959013293e-09,1.2939610444716112e-06
1893,3.165441479982941e-06,6.249229781271229e-07,3.320245361188816e-08,6.924184781098575e-09,1.3801400038054062e-06
1894,2.94479530436677e-06,8.844036218290187e-07,3.193975725171835e-08,6.486967407681732e-09,1.3609778761747293e-06
1895,2.7848129125881575e-06,1.1922474101311309e-06,2.8552861408570607e-08,6.409887414499898e-09,1.4512941593888433e-06
1896,2.6582074497127905e-06,1.4387295814393447e-06,2.855381861114178e-08,6.178020444431403e-09,1.4862036031055531e-06
1897,2.7218310216475013e-06,1.7199787245252601e-06,2.5053178833088297e-08,6.078432550944106e-09,1.5542997451640467e-06
1898,2.4571070298406994e-06,1.915075667316809e-06,2.2481358996628842e-08,6.1930049025501634e-09,1.5772899359944859e-06
1899,2.5129546819308805e-06,2.0040201726650205e-06,2.583888531708973e-08,6.116133821620906e-09,1.4906116315874636e-06
1900,2.615380611002495e-06,2.1760605477538775e-06,2.5886711441103216e-08,6.912267964358827e-09,1.5012845031898386e-06
1901,2.6899563830998626e-06,2.312442948745489e-06,2.6099594866276935e-08,6.821839728031267e-09,1.5393571207563842e-06
1902,2.7722070561659554e-06,2.4680787029345604e-06,3.152066595037338e-08,6.694206712763519e-09,1.5750632818318472e-06
1903,2.9872885534132365e-06,2.637065693176867e-06,3.18541426886603e-08,6.977855816968161e-09,1.5569704276328724e-06
1904,2.9669873323915193e-06,2.7485383010831095e-06,3.100559555134298e-08,6.402277692123854e-09,1.536007419287801e-06
1905,3.01440517042855e-06,2.888043841916702e-06,3.07934828112723e-08,6.2476761542029635e-09,1.5479446184534545e-06
1906,2.9844798064004863e-06,2.951781133171088e-06,2.8233944959765722e-08,5.804450761307375e-09,1.6021335958222544e-06
1907,3.148141656440982e-06,2.885896719817538e-06,2.825216048409272e-08,4.7787534564390304e-09,1.5464204839840282e-06
1908,3.360344927776688e-06,2.8081986848909376e-06,2.954315141729629e-08,4.817345379746842e-09,1.3988857777543932e-06
1909,3.552553185467592e-06,2.7024998092071783e-06,2.383123235257959e-08,4.51795118776894e-09,1.3461191688942823e-06
1910,3.751158114287786e-06,2.7343485921197238e-06,2.3516014278714337e-08,3.924836487558179e-09,1.4538694910827741e-06
1911,4.099777697774698e-06,2.7847456099802263e-06,2.2643455872233583e-08,6.88029224070265e-09,1.4269584361110382e-06
1912,4.444022611746082e-06,2.8543246181860534e-06,2.1991307187972453e-08,9.92051796266935e-09,1.3708146379290805e-06
1913,4.733351618467298e-06,2.9322877708182205e-06,1.9916225874843415e-08,9.819511870290398e-09,1.1933627856056513e-06
1914,4.788385987402373e-06,3.0023150949481144e-06,1.9587724204533126e-08,9.730431888803942e-09,1.0809859125921712e-06
1915,4.836082747975265e-06,3.1463004818631035e-06,1.5854733018524518e-08,9.653870338053951e-09,1.0614254993665132e-06
1916,4.820101237003525e-06,3.1989586009980745e-06,1.526306103727393e-08,9.965471146701686e-09,9.694226800352875e-07
1917,4.7576459759771495e-06,3.2394468040105754e-06,1.3524559250299717e-08,1.0530047722667746e-08,8.300692034676363e-07
1918,4.604938762245833e-06,3.404285832532748e-06,1.4488446506025606e-08,7.52449293349246e-09,8.255446297360842e-07
1919,4.435263625574797e-06,3.5842546627204034e-06,1.6863380913889614e-08,4.6882847762727155e-09,8.025158503447269e-07
1920,4.5948093949326515e-06,3.639421525544354e-06,1.676069835302282e-08,1.4555487481970886e-08,8.282021732546647e-07
1921,4.5537179695592e-06,3.6934224486425852e-06,1.6460750857610103e-08,1.483103538392681e-08,8.44341367870324e-07
1922,4.738156089193321e-06,3.6810076510716627e-06,1.7876605338886164e-08,1.49431495114324e-08,8.485983552678331e-07
1923,4.972331355799854e-06,3.821066327093701e-06,1.891858149503735e-08,1.502537351681456e-08,8.466407978500814e-07
1924,5.735301264004582e-06,3.926600844092068e-06,1.989060053172612e-08,1.4644344657556628e-08,8.644091248502914e-07
1925,6.320605799763663e-06,3.834883987760154e-06,1.9858553531751762e-08,1.4914587279487738e-08,8.407765546637945e-07
1926,6.895504157000687e-06,3.846482903619679e-06,2.2756542681991376e-08,1.5078601224770083e-08,8.962745953665165e-07
1927,7.3030708205936075e-06,3.868620491890137e-06,2.444759747025468e-08,5.413278079759363e-09,9.017495585794677e-07
1928,8.062735754979908e-06,3.926380389072749e-06,2.719024522994979e-08,5.378866114418608e-09,9.415429238807909e-07
1929,8.628633752648187e-06,4.0035680675438404e-06,2.6087381271062375e-08,5.165715664747137e-09,9.51858323462927e-07
1930,9.86673993403591e-06,3.8846959731537415e-06,3.118958031527492e-08,3.635031323564622e-08,1.0035849982159561e-06
1931,1.0425121737560922e-05,3.8513942399731604e-06,3.050235505444984e-08,3.6448066215959736e-08,1.0249742509975995e-06
1932,1.1039450977737683e-05,3.762985118425734e-06,3.3634006944639946e-08,3.6469122578962147e-08,1.0729924529836613e-06
1933,1.1360100480877528e-05,3.5369502516654653e-06,2.8890450032292847e-08,3.6085048663433584e-08,1.1097476837156656e-06
1934,1.2077046708977182e-05,3.4319370375409823e-06,2.734290368725364e-08,3.681864394319437e-08,1.1735527160843567e-06
1935,1.260322655330778e-05,3.3444191883193397e-06,2.3655220893203932e-08,3.6777045535935874e-08,1.2153322554045838e-06
1936,1.3375495395199063e-05,3.3170000668698255e-06,2.3765235620690613e-08,3.658458666170158e-08,1.280368012755519e-06
1937,1.3879693792010325e-05,3.2404717070936125e-06,1.9585162951735972e-08,5.283329329586195e-09,1.29939014316603e-06
1938,1.4181374094083107e-05,3.1019818119862715e-06,1.9557466757191833e-08,5.1623488341233175e-09,1.2759971273875896e-06
1939,1.4877904374900805e-05,2.987753175278028e-06,1.4850323891226123e-08,5.2036245788501995e-09,1.2506159399500966e-06
1940,1.5927457882623586e-05,3.0070063011018126e-06,1.4571275614676843e-08,5.599337374714455e-09,1.2178413401540768e-06
1941,1.6602040107370287e-05,2.857652654191562e-06,3.28143050509766e-08,4.840636272770585e-09,1.1887415374595939e-06
1942,1.7183644169043483e-05,2.699596832046934e-06,3.448335902537078e-08,5.374923871061453e-09,1.1589286097140367e-06
1943,1.7525568962030646e-05,2.5293421198771933e-06,3.594622466351893e-08,5.4715709423598065e-09,1.1067021919838486e-06
1944,1.7182829261790694e-05,2.490151733322169e-06,3.481291255269525e-08,5.645065748183242e-09,1.059691905019073e-06
1945,1.826091387816372e-05,2.3917617844355325e-06,3.488914554087127e-08,6.61561687970951e-09,1.051291389688101e-06
1946,1.880663564536787e-05,2.3602401272780426e-06,3.582016055198827e-08,6.935933224586474e-09,1.0261522658895826e-06
1947,1.940514760333047e-05,2.212790507525954e-06,3.6166697446406356e-08,8.226010475961435e-09,9.913943829685325e-07
1948,1.9430576295625152e-05,2.2022421230108842e-06,1.9908327050391757e-08,8.446703336772998e-09,9.752420981255585e-07
1949,1.993343747536918e-05,2.175407221979445e-06,1.876753622350894e-08,7.949572238581076e-09,9.689305459557675e-07
1950,2.108294289168303e-05,2.1083032899176553e-06,1.8326519857225776e-08,1.3301390528701923e-08,9.682254439472411e-07
1951,2.2120548497436437e-05,2.0613155129467486e-06,1.7178924822352267e-08,1.3601273504296581e-08,9.741338950724249e-07
1952,2.2005200402678122e-05,2.067704485853028e-06,1.9276962502447403e-08,1.2702137437108668e-08,1.037346391642911e-06
1953,2.2051064401499127e-05,2.036912097277569e-06,1.9596878532622342e-08,1.2140819968412383e-08,1.1891979901130462e-06
1954,2.284527467314287e-05,2.064429639046596e-06,1.9535227023327806e-08,1.1475392636128845e-08,1.2185722003518355e-06
1955,2.355728299465097e-05,2.101403846869029e-06,1.7826524764278214e-08,1.1794427085780918e-08,1.2216288333937492e-06
1956,2.5021272969232606e-05,2.1309034049668947e-06,1.9207343271432364e-08,1.1908108277225438e-08,1.2687327171079232e-06
1957,2.543720100740237e-05,2.225579903227169e-06,1.9695506178355312e-08,7.154148384813652e-09,1.3431819882368603e-06
1958,2.5638986958905923e-05,2.226317828249843e-06,2.1169637471578947e-08,7.200401291080587e-09,1.3808796666126e-06
1959,2.6195816514830638e-05,2.167281942482597e-06,1.9887079411822535e-08,8.39388146291396e-09,1.373410067831823e-06
1960,2.6958888026586336e-05,2.231504010654005e-06,2.0909200973814483e-08,1.2609680728153144e-08,1.3248523893188185e-06
1961,2.709915107906064e-05,2.2867241113999626e-06,2.3066364564426423e-08,1.9351827886181028e-08,1.4129102835015926e-06
1962,2.7045317308095817e-05,2.3288563884956863e-06,2.459602198103182e-08,2.578830349264649e-08,1.4794352572217967e-06
1963,2.634993039204606e-05,2.3062571017362643e-06,2.55902818935283e-08,3.920771199769238e-08,1.4954909569756377e-06
1964,2.611316501445669e-05,2.2901257190304543e-06,2.4944902778299494e-08,6.293102978409998e-08,1.4856846876552611e-06
1965,2.697691499114236e-05,2.336586119002147e-06,2.5789467831113403e-08,8.790929457396552e-08,1.6170917953266844e-06
1966,2.6797253927465397e-05,2.3512187518852964e-06,2.6185617737642782e-08,1.1488956884266242e-07,1.6673793652444147e-06
1967,2.6803066118320983e-05,2.5007213935168693e-06,2.6355450393517847e-08,1.4264168563775976e-07,1.6540056191973105e-06
1968,2.6535078307331007e-05,2.471217093053773e-06,2.4886957764432997e-08,1.9098391592007958e-07,1.6899799675229588e-06
1969,2.7287725190814983e-05,2.4468027796891486e-06,2.4430081069226617e-08,2.397482481748219e-07,1.6608548451456175e-06
1970,2.8050431865267456e-05,2.498026008522304e-06,2.3774251139181094e-08,3.01700229751337e-07,1.6590345239819726e-06
1971,2.859473118275803e-05,2.5394654780289523e-06,2.4978511449700947e-08,3.583675192788048e-07,1.6657389778629295e-06
1972,2.9202217774582095e-05,2.628422050422939e-06,2.5961586404475512e-08,4.455400711224554e-07,1.541219327399241e-06
1973,3.0469048267280285e-05,2.862808774547635e-06,2.634335594109416e-08,4.823771847993288e-07,1.5004855283353078e-06
1974,3.139653511295494e-05,2.8764407358851585e-06,2.6442100572613266e-08,5.307660647499038e-07,1.5262285160133615e-06
1975,3.265834233648742e-05,3.0143184436123453e-06,2.689363322515094e-08,5.670390237355605e-07,1.5484823247139242e-06
1976,3.2901789381867275e-05,3.195782677981437e-06,2.6615171527006557e-08,5.758316003071481e-07,1.6296631559141263e-06
1977,3.324377809933919e-05,3.3508909252434804e-06,2.6502987487171074e-08,5.821338382767343e-07,1.6394526483054506e-06
1978,3.335356814204715e-05,3.456494856176765e-06,2.6380273965287415e-08,5.730365687993202e-07,1.6133735536121613e-06
1979,3.241423135997528e-05,3.614368649453224e-06,2.5474124904738867e-08,5.18898904796775e-07,1.628868322508684e-06
1980,3.121783239683802e-05,3.613298271635098e-06,2.5435253395552796e-08,5.104146388086e-07,1.6545129873130854e-06
1981,3.0314391811511348e-05,3.661373804269325e-06,2.442377550997727e-08,4.88058934219485e-07,1.6277360178459536e-06
1982,2.939083866034967e-05,3.762267202286499e-06,2.4488890407578116e-08,4.5137199273475357e-07,1.5201359409339993e-06
1983,2.9735022118464777e-05,3.956456631775447e-06,2.5112824074215367e-08,4.4268569305521463e-07,1.4510400855475121e-06
1984,2.9887888428804998e-05,4.03444128746092e-06,2.5877245235506052e-08,4.2117473851379016e-07,1.414841368127132e-06
1985,2.9930696005716788e-05,4.228124290810749e-06,2.6923227583860613e-08,3.978955151394205e-07,1.4435452807707146e-06
1986,3.057819464759502e-05,4.3033819890427234e-06,2.8102157553381143e-08,3.839785124780194e-07,1.432999023823608e-06
1987,3.154153429412483e-05,4.407384949445259e-06,2.8766852011585797e-08,3.8774276487986624e-07,1.4102430928427826e-06
1988,3.201253951244455e-05,4.442560111783678e-06,2.989467771742836e-08,3.8299743161067976e-07,1.392542230860272e-06
1989,3.198880897668589e-05,4.386526143207448e-06,3.020501690035157e-08,3.7293878969129377e-07,1.3728290468861815e-06
1990,3.101602461746162e-05,4.158951209579495e-06,3.0039621583861324e-08,3.551242124493521e-07,1.3315943111332932e-06
1991,3.0147367786932072e-05,4.052771081270683e-06,2.9485889031986645e-08,3.5381423556048374e-07,1.3245701536236863e-06
1992,2.8956850915814618e-05,3.837334556270175e-06,2.771233249226108e-08,3.4131940651604964e-07,1.2977557324640138e-06
1993,2.7618497499913375e-05,3.6134704259893624e-06,2.639079126660298e-08,3.4493980040549233e-07,1.2838854347916952e-06
1994,2.6226452713932042e-05,3.41681483665265e-06,2.5972012096531216e-08,3.3348554292648e-07,1.2672663030701057e-06
1995,2.5134046934129272e-05,3.284747663201415e-06,2.4799910696466602e-08,3.1650303152933444e-07,1.2884210361465063e-06
1996,2.4221265838215394e-05,3.1684602553078937e-06,2.469250708665121e-08,3.127192858950626e-07,1.275036554813726e-06
1997,2.354304758357882e-05,3.1090692768235125e-06,2.3919511197131475e-08,3.1526958212322954e-07,1.2974685107889985e-06
1998,2.269043839727861e-05,3.0450553367700195e-06,2.3503271202279004e-08,3.0129189911219457e-07,1.312768712783249e-06
1999,2.240782175379406e-05,3.071419671739152e-06,2.4441369055645216e-08,3.0408710115027914e-07,1.31756365005588e-06
2000,2.1953341794349918e-05,3.0619762258408756e-06,2.4660762828635337e-08,2.8156742765921603e-07,1.3503726807227525e-06
2001,2.195326539679497e-05,3.0487061134668432e-06,2.4187471834937113e-08,2.7446848045136516e-07,1.3583394645268397e-06
2002,2.195693455827755e-05,3.0859940644794345e-06,2.4542819332395993e-08,2.882240884056435e-07,1.3426132779516462e-06
2003,2.179604260683326e-05,3.094547764703748e-06,2.402037349976841e-08,2.8050555605269825e-07,1.3668001364359433e-06
2004,2.1792886660218107e-05,3.1235618150406353e-06,2.4222190475597927e-08,2.7891924300352653e-07,1.393686927388314e-06
2005,2.1597937250459965e-05,3.153808912819451e-06,2.3555846035654733e-08,2.758078413275403e-07,1.4214994052963448e-06
2006,2.155769600774095e-05,3.0919296867588334e-06,2.1073833725690098e-08,2.7427395821177925e-07,1.4661347904620925e-06
2007,2.1369161653897857e-05,3.0702104660511916e-06,1.8926110583501147e-08,2.791942555242193e-07,1.5233789554258692e-06
2008,2.1157064111321233e-05,3.0829764909867663e-06,1.721877929128368e-08,2.8125882067797647e-07,1.6338933619408635e-06
2009,2.2856164962701898e-05,3.3683583881481482e-06,1.6095169641516804e-08,3.3066582513388963e-07,1.7708276638066828e-06
2010,2.329966732109564e-05,3.4949043440844562e-06,1.5052479389916177e-08,3.4489654256373926e-07,1.9123767742712516e-06
2011,2.2846265762512174e-05,3.457806574910397e-06,1.417963955775901e-08,3.304835181389925e-07,2.0050136007349854e-06
2012,2.2351244427097428e-05,3.4315865572612632e-06,1.2892158198139571e-08,3.117217772796721e-07,2.0926243645850003e-06
2013,2.2180245650815777e-05,3.3922199236258166e-06,1.2853255095178286e-08,3.0546363153202296e-07,2.1642879833702215e-06
2014,2.1732744114290525e-05,3.4096728995791636e-06,1.3559093403614497e-08,2.9474619468926123e-07,2.215101890864649e-06
2015,2.1275338440318592e-05,3.3789365261327475e-06,1.5027854896995256e-08,2.8511214874730027e-07,2.230477093689842e-06
2016,1.8944717989402955e-05,2.9866523943513e-06,1.4242834340499094e-08,2.1148156495850605e-07,2.18902391679876e-06
2017,1.8036869429730967e-05,2.830908253296608e-06,1.409002381436153e-08,1.896861926790431e-07,2.164002921745123e-06
2018,1.8020124480244702e-05,2.8198950985824924e-06,1.3989817837511964e-08,1.923189302033279e-07,2.1680929876310985e-06
2019,1.797223421817762e-05,2.774653580672748e-06,1.500156865397173e-08,1.9863697175992456e-07,2.1613644207718608e-06
